centre_x,centre_y,radius,rotation,deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,noise_order,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
30.39697895095454,37.69621368218395,18.045732799667316,0.0,0.0,10.788785247887075,5.451046845246793,26.15908790841294,1.2648914088652314,0.2430891387908637,"ID_1_(0,1,0)_0",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",18.045732799667316,19.35449142498376,23.14436415207376,24.46551699643489,1,"(0,1,0)",False,False
27.488103661074657,22.742865544564296,12.822101500541535,0.0,0.0,7.4755850943873,15.405969949563,18.810754899304342,1.734172634243547,4.021516505952735,"ID_1_(0,1,0)_1",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",12.822101500541535,15.071917063039374,35.35161743819115,38.507461202832815,1,"(0,1,0)",False,False
28.14328454540822,15.838835008370827,3.756843129726766,0.0,0.0,17.791652455567892,25.330929697942047,11.665014568832584,3.853448884126927,5.173449873924753,"ID_1_(0,1,0)_2",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",3.756843129726766,7.804650410012092,40.554915904835774,46.50645303471172,1,"(0,1,0)",False,False
28.30618119098592,20.071195179333824,13.999097535224722,0.0,0.0,21.821262473860784,20.412645223989088,20.00975287563164,0.3347705357381415,5.63621623568216,"ID_1_(0,1,0)_3",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",13.999097535224722,15.12288747909218,36.96424126790464,39.38239637138115,1,"(0,1,0)",False,False
14.346259219382937,33.05463640502719,19.02010429118124,0.0,0.0,20.86714315003168,26.33404636596282,16.320326924821124,5.084841997600873,0.3528478575522566,"ID_1_(0,1,0)_4",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",19.02010429118124,24.172058319277756,39.47574671893194,44.69987804308333,1,"(0,1,0)",False,False
23.565156939398044,12.609958154304117,4.407824749069004,0.0,0.0,14.569124108616334,16.11222447068329,32.60887495586796,0.7211539504985596,2.517981847421783,"ID_1_(0,1,0)_5",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",4.407824749069004,5.239966926615285,45.79100519601579,47.66516834510199,1,"(0,1,0)",False,False
17.583188161618324,24.170594862662483,3.5246965948964366,0.0,0.0,32.21696407680014,20.77554096974217,13.945837860393809,10.51939273297134,7.35105002101831,"ID_1_(0,1,0)_6",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",3.5246965948964366,14.303191537647743,41.44885836200751,55.015177406311054,1,"(0,1,0)",False,False
31.5081121098822,18.229395461412054,2.894435368890198,0.0,0.0,24.140691057719152,13.168690089035447,19.481208194247284,3.64807344965262,1.5599180076536998,"ID_1_(0,1,0)_7",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",2.894435368890198,6.587659637082035,36.76032141437327,40.98182573744008,1,"(0,1,0)",False,False
15.982182007922065,16.17365901634747,7.27595902189205,0.0,0.0,27.96595615696573,25.784379968771766,25.184158954642847,1.8883306127295756,2.8717981825635026,"ID_1_(0,1,0)_8",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",7.27595902189205,9.373240493576386,47.973255937912654,51.23928164278375,1,"(0,1,0)",False,False
31.687267725127526,13.954070122446876,17.612866360205054,0.0,0.0,37.719290890450246,9.43746060992547,9.160354370511206,1.6285023055394563,3.613163064944115,"ID_1_(0,1,0)_9",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",17.612866360205054,19.877750247749404,40.43099336039906,43.52033338482646,1,"(0,1,0)",False,False
8.407965839334633,24.486290760912333,16.52757537293077,0.0,0.0,17.748952190070206,14.226225594188588,30.36150519374193,3.174139707469936,0.7851203971823877,"ID_1_(0,1,0)_10",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",16.52757537293077,19.83147644581328,48.79392036676969,52.35115109562405,1,"(0,1,0)",False,False
10.798927009951942,17.522601021870116,5.998367814910446,0.0,0.0,34.455598961838604,23.10618798348357,27.81265245434625,0.5887964586061535,5.889854583434166,"ID_1_(0,1,0)_11",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",5.998367814910446,6.940459415194342,50.90683223257668,54.4939670827144,1,"(0,1,0)",False,False
6.658608265788001,14.996843158909597,7.844937021603587,0.0,0.0,14.825147151863558,7.62041367476459,10.364774544869128,9.225023505005474,7.912003140822894,"ID_1_(0,1,0)_12",1,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",7.844937021603587,17.690652190153912,55.71083580687328,69.34370239069725,1,"(0,1,0)",False,False
