centre_x,centre_y,radius,rotation_(degrees),deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
37.766801789076126,32.62473280724344,18.689919227181214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_0",5,"(33, 49, 255)","(0, 0, 0)",128,128,18.689919227181214,18.689919227181214,21.249730550937194,21.249730550937194,5,"(33, 49, 255)",False,False
32.30003729807023,30.78275365606297,16.05635554165488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_1",5,"(33, 49, 255)","(0, 0, 0)",128,128,16.05635554165488,16.05635554165488,26.12644707366974,26.12644707366974,5,"(33, 49, 255)",False,False
52.838198272783,69.39776319281289,13.478642480042373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_2",5,"(33, 49, 255)","(0, 0, 0)",128,128,13.478642480042373,13.478642480042373,19.604300199702994,19.604300199702994,5,"(33, 49, 255)",False,False
61.54215234880242,60.961635303091406,15.72327714384784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_3",5,"(33, 49, 255)","(0, 0, 0)",128,128,15.72327714384784,15.72327714384784,15.917874523972884,15.917874523972884,5,"(33, 49, 255)",False,False
68.14189443731405,69.36988274974266,17.178833794276315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_4",5,"(33, 49, 255)","(0, 0, 0)",128,128,17.178833794276315,17.178833794276315,26.539040892869973,26.539040892869977,5,"(33, 49, 255)",False,False
47.10846074833258,30.904115973016893,15.520665713440646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_5",5,"(33, 49, 255)","(0, 0, 0)",128,128,15.520665713440646,15.520665713440646,19.313564818953594,19.313564818953594,5,"(33, 49, 255)",False,False
42.09525670607281,35.66951154653715,16.414435007534248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_6",5,"(33, 49, 255)","(0, 0, 0)",128,128,16.414435007534248,16.414435007534248,16.36605834823153,16.36605834823153,5,"(33, 49, 255)",False,False
44.62861686204412,41.56849620863548,16.311900213294606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_7",5,"(33, 49, 255)","(0, 0, 0)",128,128,16.311900213294606,16.311900213294606,9.997100229492101,9.997100229492101,5,"(33, 49, 255)",False,False
39.390906819473166,57.00864132431456,15.554719625106477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_8",5,"(33, 49, 255)","(0, 0, 0)",128,128,15.554719625106477,15.554719625106477,12.715105635659922,12.715105635659922,5,"(33, 49, 255)",False,False
53.536528183483725,40.35057693490661,16.890220523022208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_9",5,"(33, 49, 255)","(0, 0, 0)",128,128,16.890220523022208,16.890220523022208,10.277081155743149,10.277081155743149,5,"(33, 49, 255)",False,False
55.11501545101666,29.108448456146036,16.970326424382158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(33, 49, 255)_10",5,"(33, 49, 255)","(0, 0, 0)",128,128,16.970326424382158,16.970326424382158,21.50861011254902,21.50861011254902,5,"(33, 49, 255)",False,False
