centre_x,centre_y,radius,rotation_(degrees),deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
53.21962607487622,59.99591334912158,15.419866212699041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_0",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.419866212699041,15.419866212699041,10.501632051503702,10.501632051503702,5,"(255, 55, 42)",False,False
68.8312342463227,62.91258853658338,12.933871581056401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_1",5,"(255, 55, 42)","(0, 0, 0)",128,128,12.933871581056401,12.933871581056401,22.833097160809814,22.83309716080981,5,"(255, 55, 42)",False,False
62.83250852132745,54.14987948695362,16.449016234588107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_2",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.449016234588107,16.449016234588107,13.486837090518296,13.486837090518298,5,"(255, 55, 42)",False,False
42.983075855226225,25.166336216412155,15.040151175662567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_3",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.040151175662567,15.040151175662567,25.80596987849501,25.805969878495013,5,"(255, 55, 42)",False,False
61.05964913196604,73.73757888149788,16.647160940931634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_4",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.647160940931634,16.647160940931634,26.187563652954267,26.187563652954267,5,"(255, 55, 42)",False,False
73.95118521283084,47.35603813258449,11.925198096212243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_5",5,"(255, 55, 42)","(0, 0, 0)",128,128,11.925198096212243,11.925198096212243,24.096676274035673,24.096676274035673,5,"(255, 55, 42)",False,False
28.61616103302841,66.96964810380835,11.926853419036828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_6",5,"(255, 55, 42)","(0, 0, 0)",128,128,11.926853419036828,11.926853419036826,27.299038915911655,27.299038915911655,5,"(255, 55, 42)",False,False
48.60143808542453,57.9666300299668,10.961126563945683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_7",5,"(255, 55, 42)","(0, 0, 0)",128,128,10.961126563945683,10.961126563945683,8.088459028966508,8.088459028966508,5,"(255, 55, 42)",False,False
28.90139753935349,68.92484946356078,14.224245931307888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_8",5,"(255, 55, 42)","(0, 0, 0)",128,128,14.224245931307888,14.224245931307888,28.342564333716094,28.342564333716094,5,"(255, 55, 42)",False,False
61.18435198195521,39.3793780413919,10.987088777085283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_9",5,"(255, 55, 42)","(0, 0, 0)",128,128,10.987088777085283,10.987088777085283,15.423596858188882,15.423596858188882,5,"(255, 55, 42)",False,False
63.15764761609929,65.29892184866506,16.909163056972464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_10",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.909163056972464,16.909163056972464,20.17871900099222,20.17871900099222,5,"(255, 55, 42)",False,False
57.8996649805691,63.80075809868725,17.215376279467918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_11",5,"(255, 55, 42)","(0, 0, 0)",128,128,17.215376279467918,17.215376279467918,15.901749303259418,15.901749303259418,5,"(255, 55, 42)",False,False
26.60860432048555,32.59669491098074,13.305793174666913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_12",5,"(255, 55, 42)","(0, 0, 0)",128,128,13.305793174666913,13.305793174666912,29.155315464887206,29.15531546488721,5,"(255, 55, 42)",False,False
62.71215486817881,60.87780183735643,17.948188561091218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_13",5,"(255, 55, 42)","(0, 0, 0)",128,128,17.948188561091218,17.948188561091218,16.730972900741815,16.730972900741815,5,"(255, 55, 42)",False,False
33.496872235694596,42.86852789156463,10.290363339213235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_14",5,"(255, 55, 42)","(0, 0, 0)",128,128,10.290363339213235,10.290363339213235,17.97807332386815,17.97807332386815,5,"(255, 55, 42)",False,False
29.235406895353364,47.23482501447299,15.97596756442565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_15",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.97596756442565,15.97596756442565,20.947900121542563,20.94790012154256,5,"(255, 55, 42)",False,False
66.8351049917179,58.73409599881466,16.232464427911026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_16",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.232464427911026,16.232464427911026,18.965895523245802,18.965895523245802,5,"(255, 55, 42)",False,False
46.30860607900368,32.85019210682213,12.919684933641516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_17",5,"(255, 55, 42)","(0, 0, 0)",128,128,12.919684933641516,12.919684933641514,17.542585324087057,17.542585324087057,5,"(255, 55, 42)",False,False
71.45846457684277,36.118752897839514,12.42989408570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_18",5,"(255, 55, 42)","(0, 0, 0)",128,128,12.42989408570072,12.42989408570072,25.5568918905812,25.556891890581202,5,"(255, 55, 42)",False,False
33.870213849679544,64.88688320652531,18.408588618955203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_19",5,"(255, 55, 42)","(0, 0, 0)",128,128,18.408588618955203,18.408588618955203,21.94969915191994,21.94969915191994,5,"(255, 55, 42)",False,False
69.17759529967125,44.871554961206144,16.20479179072183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_20",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.20479179072183,16.20479179072183,19.85147626736869,19.85147626736869,5,"(255, 55, 42)",False,False
43.52131712578391,42.927890032628625,15.917321562317094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_21",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.917321562317094,15.917321562317092,9.591041193491685,9.591041193491685,5,"(255, 55, 42)",False,False
57.10351269057479,52.015843791930315,14.033946565160647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_22",5,"(255, 55, 42)","(0, 0, 0)",128,128,14.033946565160647,14.033946565160647,7.384004248280269,7.384004248280268,5,"(255, 55, 42)",False,False
57.09121340242618,74.3373623314535,13.228520837079321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_23",5,"(255, 55, 42)","(0, 0, 0)",128,128,13.228520837079321,13.228520837079321,25.349408529020963,25.349408529020963,5,"(255, 55, 42)",False,False
63.24061851244382,30.083308651521314,14.71556682606638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_24",5,"(255, 55, 42)","(0, 0, 0)",128,128,14.71556682606638,14.71556682606638,23.91628258870169,23.91628258870169,5,"(255, 55, 42)",False,False
41.94717375872147,46.80035542655716,18.437801940622006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_25",5,"(255, 55, 42)","(0, 0, 0)",128,128,18.437801940622006,18.437801940622006,8.665202586701959,8.665202586701959,5,"(255, 55, 42)",False,False
68.60078101537513,61.73291870911246,14.024735825839716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_26",5,"(255, 55, 42)","(0, 0, 0)",128,128,14.024735825839716,14.024735825839716,21.992053924465107,21.992053924465107,5,"(255, 55, 42)",False,False
47.752845586201,27.992195173603797,10.183823938498705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_27",5,"(255, 55, 42)","(0, 0, 0)",128,128,10.183823938498705,10.183823938498705,22.1222326232278,22.122232623227795,5,"(255, 55, 42)",False,False
63.29049053095026,71.36467436097229,16.203571246697155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_28",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.203571246697155,16.203571246697155,25.16120921386063,25.16120921386063,5,"(255, 55, 42)",False,False
33.55633900112856,53.24867175634196,15.737491144594246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_29",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.737491144594246,15.737491144594246,16.76149919387462,16.76149919387462,5,"(255, 55, 42)",False,False
42.5816561800164,64.71498199894522,16.073751482060363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_30",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.073751482060363,16.073751482060363,16.47915411241641,16.47915411241641,5,"(255, 55, 42)",False,False
71.09134650489139,31.290364853882057,19.10192879476456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_31",5,"(255, 55, 42)","(0, 0, 0)",128,128,19.10192879476456,19.10192879476456,28.193888427995276,28.193888427995276,5,"(255, 55, 42)",False,False
32.53179957866112,40.99578002196939,17.5505848572449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_32",5,"(255, 55, 42)","(0, 0, 0)",128,128,17.5505848572449,17.5505848572449,19.652328192171773,19.652328192171773,5,"(255, 55, 42)",False,False
55.801727308799975,54.035749714652084,15.60668095088661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_33",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.60668095088661,15.60668095088661,7.067341475051973,7.067341475051973,5,"(255, 55, 42)",False,False
38.443411197553104,30.380186925962093,19.84224533595637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_34",5,"(255, 55, 42)","(0, 0, 0)",128,128,19.84224533595637,19.84224533595637,22.770415231370503,22.770415231370503,5,"(255, 55, 42)",False,False
74.60460674497115,71.57084243404734,15.284227377867206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_35",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.284227377867206,15.284227377867206,32.72136788688971,32.72136788688971,5,"(255, 55, 42)",False,False
48.76931969330561,44.84738618420876,13.396596657161787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_36",5,"(255, 55, 42)","(0, 0, 0)",128,128,13.396596657161787,13.396596657161787,5.297546899459047,5.297546899459047,5,"(255, 55, 42)",False,False
27.812559325989305,68.87887325884006,13.0395307468246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_37",5,"(255, 55, 42)","(0, 0, 0)",128,128,13.0395307468246,13.039530746824601,29.13235965702213,29.13235965702213,5,"(255, 55, 42)",False,False
49.18930479003096,67.02107076777901,11.058358333817065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_38",5,"(255, 55, 42)","(0, 0, 0)",128,128,11.058358333817065,11.058358333817063,17.040366099506425,17.040366099506425,5,"(255, 55, 42)",False,False
51.19428210135125,31.577185570379118,14.88335836354204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_39",5,"(255, 55, 42)","(0, 0, 0)",128,128,14.88335836354204,14.88335836354204,18.461484264431594,18.461484264431594,5,"(255, 55, 42)",False,False
35.63216498622644,50.23383582648775,10.466611859232197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_40",5,"(255, 55, 42)","(0, 0, 0)",128,128,10.466611859232197,10.466611859232195,14.369737721223954,14.369737721223952,5,"(255, 55, 42)",False,False
34.97818132061763,28.067768970923456,13.303619071911893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_41",5,"(255, 55, 42)","(0, 0, 0)",128,128,13.303619071911893,13.303619071911891,26.583412014807823,26.583412014807823,5,"(255, 55, 42)",False,False
39.59651723546612,65.05678131770365,16.505713915165092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_42",5,"(255, 55, 42)","(0, 0, 0)",128,128,16.505713915165092,16.505713915165092,18.301341953012713,18.301341953012713,5,"(255, 55, 42)",False,False
27.75346195932986,28.9367112461706,14.943284230093614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_43",5,"(255, 55, 42)","(0, 0, 0)",128,128,14.943284230093614,14.943284230093614,30.636099424081056,30.636099424081056,5,"(255, 55, 42)",False,False
30.869842227464584,69.3114478211474,12.331509722240341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_44",5,"(255, 55, 42)","(0, 0, 0)",128,128,12.331509722240341,12.331509722240341,27.182622267746645,27.18262226774665,5,"(255, 55, 42)",False,False
66.56273274518342,36.32508964361949,15.780888331365528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID_5_(255, 55, 42)_45",5,"(255, 55, 42)","(0, 0, 0)",128,128,15.780888331365528,15.780888331365526,21.478530891180945,21.478530891180945,5,"(255, 55, 42)",False,False
