centre_x,centre_y,radius,rotation,deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,noise_order,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
13.387414443086804,22.04549362692396,3.3635225011873544,73.18201121339168,15.34026937026237,26.29016547832725,29.366519478124196,15.84527842567979,5.4704111895166925,5.668712120349778,"ID_3_(0,1,0)_0",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",3.3635225011873544,9.024602098399546,46.064474899043816,54.14614856033809,3,"(0,1,0)",True,True
22.710057337502523,23.320541938557962,5.618671685721658,1.0459416138117419,68.0273516607229,26.95900805941282,21.109969511671803,29.997757669541084,4.410760799847075,2.3546157988547227,"ID_3_(0,1,0)_1",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",5.618671685721658,10.161730616766512,38.164570650993106,43.47396046095354,3,"(0,1,0)",True,True
11.543680523690497,19.740793454361143,15.132971816681705,74.50104791154719,33.743718255038246,16.358789106412193,25.377903105391276,33.825158154760516,3.197375338748653,1.1216775279959166,"ID_3_(0,1,0)_2",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",15.132971816681705,18.500090299616033,48.933711165571886,52.67996494607918,3,"(0,1,0)",True,True
12.20875820046731,17.70810684429978,9.403815081019173,13.551647842284325,72.60394786124368,20.07097623135296,27.3532266193929,24.27182659633822,14.298719177797143,5.248633966349912,"ID_3_(0,1,0)_3",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",9.403815081019173,24.196106091291423,49.70859402889913,66.61633535709205,3,"(0,1,0)",True,True
15.235187990246406,24.9085975729583,1.8189881487310675,55.19334342291133,37.71963092085418,15.216134706882887,34.212920358769836,15.521503341014874,1.9588865789419234,11.495395253164784,"ID_3_(0,1,0)_4",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",1.8189881487310675,3.9869746049778523,42.87389217028543,49.76130211461733,3,"(0,1,0)",True,True
19.78363525296509,26.073604121344392,5.30168704736229,12.673218286706373,58.85236662844132,15.651479025392756,9.647182865200982,5.553903036421859,4.748361596098768,2.775308013446067,"ID_3_(0,1,0)_5",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",5.30168704736229,10.197186788934335,38.54219918826639,44.36022552699546,3,"(0,1,0)",True,True
22.415341068774126,21.196360989614547,9.581793684003063,29.111050256838556,50.48510878492963,28.840237326418865,23.453922460735438,21.508272810045604,0.7182982582245698,1.4395460088724201,"ID_3_(0,1,0)_6",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",9.581793684003063,10.43802627078409,39.88186340421744,41.174279435341376,3,"(0,1,0)",True,True
5.662702575097855,33.46641370283987,12.075181662236611,67.66630729466434,35.69816394235672,24.413862606834456,25.639019408937344,13.509834730676495,0.6875485467862235,3.557735575457283,"ID_3_(0,1,0)_7",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",12.075181662236611,13.19233324282132,47.319714906050265,49.690773784254,3,"(0,1,0)",True,True
7.833456994577805,7.0061538785312365,10.320520466419119,19.37414328278493,42.101026839702826,10.426139332381752,8.912394222350619,18.496221478087282,1.3818179252816656,1.6491379324596946,"ID_3_(0,1,0)_8",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",10.320520466419119,11.872538009539769,60.22033006671961,62.595264298183984,3,"(0,1,0)",True,True
9.104559968571559,37.12531313376658,6.087803684919644,76.26992386695986,48.777753929844735,10.570750472240384,23.458297614057017,9.421681432579586,5.7484981617893265,4.0442857824508796,"ID_3_(0,1,0)_9",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",6.087803684919644,12.082510025601696,42.87417144701135,50.356623628975775,3,"(0,1,0)",True,True
11.646132897945282,17.683820047540117,4.27345997366144,71.12155155545065,53.558345467878354,35.57639777293003,30.07569562343386,8.478012289218492,0.9472458769221642,5.535808930618331,"ID_3_(0,1,0)_10",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",4.27345997366144,5.457276429451953,50.153311041264715,53.87694838981,3,"(0,1,0)",True,True
7.992996414724809,9.31713812304655,10.895011654038798,8.731868150826898,27.855051095517336,16.98104418391315,24.55558981516262,34.254637247299314,1.2586183397090327,0.6752129917049937,"ID_3_(0,1,0)_11",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",10.895011654038798,12.227194527883674,58.47806084945529,60.131530653317,3,"(0,1,0)",True,True
14.210995388301058,28.20866113074303,8.205121834068454,84.46912941937269,66.4513275335091,18.671915817037707,19.520931041363777,24.142525701839613,1.288670956320753,0.3332715878923981,"ID_3_(0,1,0)_12",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",8.205121834068454,9.521138130214112,41.901256554081975,43.32957249346738,3,"(0,1,0)",True,True
22.17852641101834,1.6884993688501488,16.550516159114743,57.201234235409366,14.947012309696525,16.79558889024003,11.903209404089242,41.64331440800382,4.102291891618604,3.8992865096520224,"ID_3_(0,1,0)_13",3,"(0,1,0)","(0,0,0)",120,120,"[blur, holes, wn]",16.550516159114743,21.29816009460349,55.74975772051388,62.02589239409217,3,"(0,1,0)",True,True
