centre_x,centre_y,radius,rotation_(degrees),deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,mark_first_vertex,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
54.3032817493441,41.458593893029104,19.80917911277873,329.64955284611284,23.87350078631304,0.0,19.51631996844015,0.0,0.0,0.0,"ID_5_(255, 6, 5)_0",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,19.80917911277873,19.80917911277873,9.564196364485506,9.564196364485506,5,"(255, 6, 5)",False,False
30.346618355468745,63.26150528825778,12.150045709205248,150.82029780114098,48.381381222345034,0.0,7.37259064453228,0.0,0.0,0.0,"ID_5_(255, 6, 5)_1",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.150045709205248,12.15004570920525,23.709131839358587,23.709131839358587,5,"(255, 6, 5)",False,False
48.185667195978084,61.83048894553804,17.194968641779788,231.80808724877292,25.190617734325187,0.0,10.599228914657456,0.0,0.0,0.0,"ID_5_(255, 6, 5)_2",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,17.194968641779788,17.194968641779788,11.968804126321388,11.968804126321388,5,"(255, 6, 5)",False,False
67.83289392767506,29.211151621155263,11.187393437365909,83.32747623159841,22.943216750465414,0.0,3.8565165376021637,0.0,0.0,0.0,"ID_5_(255, 6, 5)_3",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,11.187393437365909,11.187393437365909,27.389565946803636,27.389565946803636,5,"(255, 6, 5)",False,False
62.969387400891776,60.68572312707655,11.205842792800048,4.774629249499167,14.92436072438821,0.0,3.7423910261854365,0.0,0.0,0.0,"ID_5_(255, 6, 5)_4",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,11.205842792800048,11.205842792800048,16.804454418485264,16.804454418485264,5,"(255, 6, 5)",False,False
50.155181337201604,27.844263788013755,18.38179443291012,209.43116914740713,31.225932088960974,0.0,2.0242507232720985,0.0,0.0,0.0,"ID_5_(255, 6, 5)_5",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,18.38179443291012,18.38179443291012,22.15627965933212,22.15627965933212,5,"(255, 6, 5)",False,False
73.26062528549244,37.17626026208974,18.121097258820576,299.3161155863197,15.538111232481825,0.0,15.031548508719856,0.0,0.0,0.0,"ID_5_(255, 6, 5)_6",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,18.121097258820576,18.121097258820576,26.56134389555146,26.56134389555146,5,"(255, 6, 5)",False,False
47.94984393378354,25.244516317098643,11.648460693048175,129.50389197243652,22.41458021919809,0.0,0.6157130979105752,0.0,0.0,0.0,"ID_5_(255, 6, 5)_7",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,11.648460693048175,11.648460693048175,24.840231727386108,24.840231727386108,5,"(255, 6, 5)",False,False
46.31755662569482,47.28778865999857,10.891555206809695,204.91693249735374,34.237016410328735,0.0,0.6611979006375934,0.0,0.0,0.0,"ID_5_(255, 6, 5)_8",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,10.891555206809695,10.891555206809693,4.573453788746146,4.573453788746146,5,"(255, 6, 5)",False,False
39.622040663835904,64.59457224985283,16.431981146387823,350.9319399894516,54.52794726696657,0.0,3.81527173729872,0.0,0.0,0.0,"ID_5_(255, 6, 5)_9",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.431981146387823,16.431981146387823,17.908198657018797,17.908198657018797,5,"(255, 6, 5)",False,False
49.715688624284184,25.520937812295706,21.631767051270305,308.5277890246983,43.58990452858335,0.0,8.699694019990204,0.0,0.0,0.0,"ID_5_(255, 6, 5)_10",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,21.631767051270305,21.6317670512703,24.480713195245265,24.480713195245265,5,"(255, 6, 5)",False,False
26.645782385698624,69.8673660642651,13.200026730354995,14.444067732991916,45.84877890601553,0.0,1.152549999394754,0.0,0.0,0.0,"ID_5_(255, 6, 5)_11",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,13.200026730354995,13.200026730354995,30.66156738830644,30.661567388306437,5,"(255, 6, 5)",False,False
62.82738031137471,56.040603894431555,12.922574369610743,333.6830996327915,30.191425263366646,0.0,1.2988432599215782,0.0,0.0,0.0,"ID_5_(255, 6, 5)_12",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.922574369610743,12.922574369610743,14.178525348641347,14.178525348641347,5,"(255, 6, 5)",False,False
29.557742024934186,63.26639998481964,15.351289817802998,31.93775122032262,17.801941695641055,0.0,4.847234045006483,0.0,0.0,0.0,"ID_5_(255, 6, 5)_13",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,15.351289817802998,15.351289817803,24.36972054982093,24.369720549820933,5,"(255, 6, 5)",False,False
51.51262411067992,30.91253796978659,13.686832883601564,346.7758223694941,38.89670586687937,0.0,9.623559458042834,0.0,0.0,0.0,"ID_5_(255, 6, 5)_14",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,13.686832883601564,13.686832883601564,19.147303686290893,19.147303686290893,5,"(255, 6, 5)",False,False
71.24082452215285,67.08112449670756,18.11897366913192,11.452700004667236,48.63485708921208,0.0,7.2591146458925415,0.0,0.0,0.0,"ID_5_(255, 6, 5)_15",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,18.11897366913192,18.11897366913192,27.25687877312648,27.25687877312648,5,"(255, 6, 5)",False,False
